RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Vince Carter, SG",SAC,27,15.7,-1.38,1.14,-0.24,0.72
2,"Jamal Crawford, SG",MIN,47,18.7,-0.10,-4.03,-4.13,-0.54
3,"Manu Ginobili, SG",SA,37,20.5,0.26,-0.70,-0.44,1.28
4,"Dirk Nowitzki, PF",DAL,46,25.2,1.71,0.19,1.90,3.59
5,"Jason Terry, SG",MIL,16,9.5,-1.92,-0.20,-2.12,0.09
6,"Tyson Chandler, C",PHX,35,25.7,-2.04,2.09,0.05,1.81
7,"Pau Gasol, C",SA,46,25.3,-0.40,2.65,2.25,3.71
8,"Richard Jefferson, SF",DEN,15,8.9,-2.23,0.20,-2.03,0.08
9,"Joe Johnson, SG",UTAH,25,22.2,-3.24,-0.72,-3.96,-0.26
10,"Tony Parker, PG",SA,22,21.6,-1.78,-0.44,-2.22,0.25
11,"Zach Randolph, PF",SAC,40,25.1,-0.63,-1.45,-2.08,0.64
12,"Nene Hilario, C",HOU,29,15.1,-0.35,2.27,1.92,1.37
13,"LeBron James, SF",CLE,45,36.9,5.09,-0.33,4.76,7.97
14,"Carmelo Anthony, PF",OKC,45,32.6,1.19,-0.26,0.93,3.66
15,"Nick Collison, PF",OKC,8,5.5,-1.39,1.80,0.41,0.10
16,"Dwyane Wade, SG",CLE,41,23.3,-0.86,0.68,-0.18,1.75
17,"Kyle Korver, SG",CLE,45,21.9,2.18,-0.79,1.39,2.76
18,"Zaza Pachulia, C",GS,37,14.6,-0.15,2.98,2.83,2.13
19,"David West, PF",GS,45,13.3,-0.08,3.68,3.60,2.49
20,"Udonis Haslem, PF",MIA,8,5.6,-1.76,1.42,-0.34,0.07
21,"Tony Allen, SG",NO,22,12.4,-2.00,0.39,-1.61,0.27
22,"Devin Harris, PG",DAL,40,18.3,0.52,0.34,0.86,1.83
23,"Dwight Howard, C",CHA,44,30.4,-1.84,2.45,0.61,3.11
24,"Andre Iguodala, SF",GS,39,25.9,-1.96,1.03,-0.93,1.45
25,"Al Jefferson, C",IND,20,14.1,-1.55,1.19,-0.36,0.41
26,"Shaun Livingston, PG",GS,40,15.9,-0.94,0.02,-0.92,0.89
27,"Trevor Ariza, SF",HOU,40,36.2,1.91,0.18,2.09,4.93
28,"Luol Deng, SF",LAL,1,13.0,-1.69,0.44,-1.25,0.02
29,"Jameer Nelson, PG",NO,38,21.7,-1.64,-1.96,-3.60,-0.24
30,"JR Smith, SG",CLE,44,29.8,-0.66,-1.51,-2.17,0.76
31,"Damien Wilkins, SG",IND,19,8.0,-1.79,0.06,-1.73,0.11
32,"Andrew Bogut, C",LAL,24,9.0,-2.18,2.31,0.13,0.47
33,"Raymond Felton, PG",OKC,46,17.1,-0.79,-0.75,-1.54,0.75
34,"Channing Frye, PF",CLE,37,11.4,-0.01,1.01,1.00,1.10
35,"Marcin Gortat, C",WSH,46,27.0,-2.25,1.61,-0.64,1.96
36,"Gerald Green, SG",HOU,10,26.7,0.00,-0.63,-0.63,0.43
37,"Ersan Ilyasova, PF",ATL,34,26.0,0.62,-0.04,0.58,2.01
38,"Jarrett Jack, PG",NY,45,26.8,-0.41,-0.69,-1.10,1.48
39,"Amir Johnson, PF",PHI,39,15.5,-1.89,1.70,-0.19,1.14
40,"Ian Mahinmi, C",WSH,44,14.5,-1.13,0.87,-0.26,1.15
41,"CJ Miles, SF",TOR,38,18.6,0.60,-0.96,-0.36,1.19
42,"Chris Paul, PG",HOU,27,32.2,3.92,0.85,4.77,4.06
43,"Marvin Williams, PF",CHA,44,25.8,1.58,0.27,1.85,3.54
44,"Lou Williams, SG",LAC,44,32.1,4.08,-3.59,0.49,3.26
45,"Jose Calderon, PG",CLE,34,17.0,-0.25,0.20,-0.05,1.10
46,"LaMarcus Aldridge, PF",SA,46,33.9,1.54,0.28,1.82,4.59
47,"Rudy Gay, SF",SA,34,22.7,-0.48,0.89,0.41,1.71
48,"Kyle Lowry, PG",TOR,42,33.0,3.43,0.62,4.05,6.22
49,"Paul Millsap, PF",DEN,16,29.7,-1.08,1.71,0.63,1.16
50,"JJ Redick, SG",PHI,36,32.6,2.00,-1.94,0.06,2.44
51,"Rajon Rondo, PG",NO,31,25.1,-0.42,-1.86,-2.28,0.42
52,"Thabo Sefolosha, SF",UTAH,38,21.2,0.16,2.37,2.53,2.87
53,"PJ Tucker, SF",HOU,44,27.1,-0.80,0.83,0.03,2.31
54,"J.J. Barea, PG",DAL,45,23.0,1.44,-1.99,-0.55,1.63
55,"Arron Afflalo, SG",ORL,35,12.9,-2.20,-1.22,-3.42,-0.08
56,"Marco Belinelli, SG",ATL,44,23.3,1.03,-2.53,-1.50,1.03
57,"Corey Brewer, SF",LAL,45,12.7,-2.37,-0.76,-3.13,0.00
58,"Aaron Brooks, PG",MIN,21,7.2,-1.54,-1.55,-3.09,0.00
59,"Wilson Chandler, SF",DEN,42,31.1,-1.45,-0.25,-1.70,1.15
60,"Mike Conley, PG",MEM,12,31.1,-0.40,-0.21,-0.61,0.57
61,"Jared Dudley, SF",PHX,20,12.5,-0.68,0.95,0.27,0.52
62,"Kevin Durant, SF",GS,39,34.8,3.52,0.14,3.66,5.98
63,"Marc Gasol, C",MEM,44,34.4,-0.09,0.95,0.86,3.55
64,"Jeff Green, SF",CLE,45,22.7,0.41,-0.87,-0.46,1.67
65,"Al Horford, PF",BOS,43,32.7,1.94,2.19,4.13,6.04
66,"Josh McRoberts, PF",DAL,1,3.0,-1.78,1.19,-0.59,0.00
67,"Joakim Noah, C",NY,6,6.0,-1.97,1.54,-0.43,0.07
68,"Ramon Sessions, PG",NY,13,12.8,-2.20,0.01,-2.19,0.10
69,"Jason Smith, PF",WSH,18,9.7,-3.21,1.17,-2.04,0.12
70,"Brandan Wright, PF",MEM,24,13.6,-1.28,1.58,0.30,0.69
71,"Nick Young, SG",GS,45,14.5,0.47,-1.66,-1.19,0.81
72,"Thaddeus Young, PF",IND,47,32.6,-0.13,0.67,0.54,3.30
73,"Anthony Tolliver, PF",DET,42,20.2,-0.01,0.89,0.88,2.01
74,"Ryan Anderson, PF",HOU,43,28.7,0.20,-1.30,-1.10,1.53
75,"Darrell Arthur, PF",DEN,6,8.2,-2.29,0.04,-2.25,0.03
76,"Omer Asik, C",NO,11,7.7,-1.98,1.21,-0.77,0.12
77,"D.J. Augustin, PG",ORL,39,20.1,0.50,-0.77,-0.27,1.37
78,"Nicolas Batum, SG",CHA,30,31.1,-1.21,0.06,-1.15,1.14
79,"Jerryd Bayless, PG",PHI,35,24.9,-1.42,-1.72,-3.14,-0.01
80,"Michael Beasley, SF",NY,40,19.3,-0.55,-1.00,-1.55,0.71
81,"Mario Chalmers, PG",MEM,41,22.5,-1.04,0.39,-0.65,1.41
82,"Goran Dragic, PG",MIA,42,32.1,0.32,-1.21,-0.89,1.87
83,"Danilo Gallinari, SF",LAC,11,31.7,-2.12,0.44,-1.68,0.32
84,"Eric Gordon, SG",HOU,42,32.8,2.77,-1.43,1.34,3.79
85,"George Hill, PG",SAC,37,27.2,0.08,-1.45,-1.37,1.09
86,"Serge Ibaka, PF",TOR,40,28.1,-0.33,0.76,0.43,2.48
87,"DeAndre Jordan, C",LAC,41,32.1,-0.55,1.21,0.66,3.18
88,"Kosta Koufos, C",SAC,43,18.5,-2.75,0.27,-2.48,0.32
89,"Courtney Lee, SG",NY,47,33.0,1.12,-1.05,0.07,2.96
90,"Robin Lopez, C",CHI,46,28.2,-2.74,0.36,-2.38,0.61
91,"Brook Lopez, C",LAL,38,21.2,-0.88,0.45,-0.43,1.41
92,"Kevin Love, PF",CLE,44,28.5,2.20,-0.10,2.10,4.04
93,"Luc Mbah a Moute, PF",HOU,27,25.9,-1.24,3.07,1.83,2.00
94,"JaVale McGee, C",GS,33,8.1,-0.47,-0.25,-0.72,0.43
95,"Derrick Rose, PG",CLE,9,24.7,-1.78,-1.62,-3.40,-0.04
96,"Marreese Speights, PF",ORL,36,12.9,-0.82,1.27,0.45,1.04
97,"Russell Westbrook, PG",OKC,46,35.8,4.03,0.93,4.96,8.30
98,"Bobby Brown, PG",HOU,20,5.8,-1.65,-1.29,-2.94,0.01
99,"Omri Casspi, SF",GS,36,16.5,-0.06,0.97,0.91,1.58
100,"Bojan Bogdanovic, SF",IND,46,30.5,-0.63,-1.77,-2.40,0.61
101,"Patrick Beverley, PG",LAC,11,30.4,-0.78,0.19,-0.59,0.53
102,"DeMarre Carroll, SF",BKN,42,29.2,-0.46,1.27,0.81,2.94
103,"Darren Collison, PG",IND,46,30.1,3.08,-0.68,2.40,4.56
104,"Dante Cunningham, SF",NO,44,21.9,-1.65,0.10,-1.55,0.96
105,"Stephen Curry, PG",GS,32,32.8,6.91,-0.28,6.63,6.86
106,"DeMar DeRozan, SG",TOR,45,34.7,3.81,-1.62,2.19,5.17
107,"Wayne Ellington, SG",MIA,46,25.5,2.55,-1.57,0.98,2.80
108,"Tyreke Evans, SG",MEM,44,31.1,3.34,-0.29,3.05,4.97
109,"Taj Gibson, PF",MIN,48,33.7,-0.31,1.12,0.81,3.81
110,"Danny Green, SG",SA,37,26.4,-1.01,2.06,1.05,2.41
111,"Blake Griffin, PF",LAC,29,34.3,1.74,-0.79,0.95,2.52
112,"James Harden, PG",HOU,37,36.0,7.02,-0.75,6.27,7.79
113,"Jrue Holiday, PG",NO,45,36.9,1.74,0.63,2.37,5.75
114,"Jonas Jerebko, PF",UTAH,38,16.8,0.31,0.81,1.12,1.64
115,"James Johnson, PF",MIA,38,26.7,-0.07,1.72,1.65,2.90
116,"Jodie Meeks, SG",WSH,44,15.7,-1.38,-1.56,-2.94,0.08
117,"Patty Mills, PG",SA,48,24.4,1.54,-1.78,-0.24,2.03
118,"Ricky Rubio, PG",UTAH,45,29.1,-1.22,0.08,-1.14,1.55
119,"Jeff Teague, PG",MIN,37,33.7,0.71,-1.18,-0.47,2.01
120,"Garrett Temple, SG",SAC,43,24.7,-2.10,-0.73,-2.83,0.19
121,"Wesley Matthews, SG",DAL,46,34.5,0.35,-1.91,-1.56,1.53
122,"Milos Teodosic, PG",LAC,18,25.4,-0.49,0.97,0.48,1.02
123,"John Wall, PG",WSH,35,34.2,1.64,-0.27,1.37,3.42
